iter,C0,C1,C2,C3,estabilidad
832,-2.1850853187367444e-126,-0.0,0.0,1.5247844165218387e-240,1.0
833,-1.5457976936273396e-126,-0.0,0.0,7.8692890040868e-241,1.0
834,-1.0935456337261148e-126,-0.0,0.0,4.0612763849658926e-241,1.0
835,-7.736083822426399e-127,-0.0,0.0,2.0959918826866987e-241,1.0
836,-5.472747644164293e-127,-0.0,0.0,1.0817244520839048e-241,1.0
837,-3.87159284519125e-127,-0.0,0.0,5.582692375393758e-242,1.0
838,-2.73888586383467e-127,-0.0,0.0,2.8811823656420547e-242,1.0
839,-1.9375735194961664e-127,-0.0,0.0,1.4869549073982867e-242,1.0
840,-1.3707001058439796e-127,-0.0,0.0,7.674053968267749e-243,1.0
841,-9.69676123902257e-128,-0.0,0.0,3.960517162617076e-243,1.0
842,-6.859792169397644e-128,-0.0,0.0,2.043990863270554e-243,1.0
843,-4.852831522545824e-128,-0.0,0.0,1.054887146701009e-243,1.0
844,-3.4330447927086885e-128,-0.0,0.0,5.444187213706256e-244,1.0
845,-2.428643255795813e-128,-0.0,0.0,2.8097009723338148e-244,1.0
846,-1.7180981956453573e-128,-0.0,0.0,1.45006393866446e-244,1.0
847,-1.2154363975999316e-128,-0.0,0.0,7.483662663463216e-245,1.0
848,-8.598377207746246e-129,-0.0,0.0,3.862257750654454e-245,1.0
849,-6.082760953405753e-129,-0.0,0.0,1.9932799757688766e-245,1.0
850,-4.3031353384850944e-129,-0.0,0.0,1.0287156679607739e-245,1.0
851,-3.044172520202611e-129,-0.0,0.0,5.309118329449808e-246,1.0
852,-2.153542848136199e-129,-0.0,0.0,2.739993014004985e-246,1.0
853,-1.5234835634249456e-129,-0.0,0.0,1.4140882253747283e-246,1.0
854,-1.0777599201402937e-129,-0.0,0.0,7.297994917952774e-247,1.0
855,-7.624410747494335e-130,-0.0,0.0,3.766436129425419e-247,1.0
856,-5.393746618350777e-130,-0.0,0.0,1.9438272123407544e-247,1.0
857,-3.815705048751645e-130,-0.0,0.0,1.0031934968754786e-247,1.0
858,-2.6993490887268676e-130,-0.0,0.0,5.177400469465331e-248,1.0
859,-1.9096039682612354e-130,-0.0,0.0,2.6720144921899405e-248,1.0
860,-1.3509135705448712e-130,-0.0,0.0,1.3790050602769727e-248,1.0
861,-9.55678510002256e-131,-0.0,0.0,7.116933541445471e-249,1.0
862,-6.760768670876236e-131,-0.0,0.0,3.672991817968992e-249,1.0
863,-4.782779202704238e-131,-0.0,0.0,1.895601359251575e-249,1.0
864,-3.3834875907469035e-131,-0.0,0.0,9.78304524289238e-250,1.0
865,-2.393584941212729e-131,-0.0,0.0,5.0489504957026854e-250,1.0
866,-1.693296847450714e-131,-0.0,0.0,2.6057225000136718e-250,1.0
867,-1.197891148217957e-131,-0.0,0.0,1.3447922994801585e-250,1.0
868,-8.474256626292463e-132,-0.0,0.0,6.9403642511113275e-251,1.0
869,-5.994954172179533e-132,-0.0,0.0,3.5818658358412765e-251,1.0
870,-4.241018075264086e-132,-0.0,0.0,1.848571977171451e-251,1.0
871,-3.000228825465332e-132,-0.0,0.0,9.540330407101813e-252,1.0
872,-2.1224557041277346e-132,-0.0,0.0,4.923687332745374e-252,1.0
873,-1.501491545494256e-132,-0.0,0.0,2.541075195109701e-252,1.0
874,-1.0622020788496274e-132,-0.0,0.0,1.3114283484774903e-252,1.0
875,-7.514349712445892e-133,-0.0,0.0,6.768175599447974e-253,1.0
876,-5.3158859999679305e-133,-0.0,0.0,3.493000665888016e-253,1.0
877,-3.760624012195057e-133,-0.0,0.0,1.8027093819624398e-253,1.0
878,-2.6603830407919522e-133,-0.0,0.0,9.303637263948886e-254,1.0
879,-1.8820381672780558e-133,-0.0,0.0,4.8015319166371196e-254,1.0
880,-1.3314126608012534e-133,-0.0,0.0,2.478031773209897e-254,1.0
881,-9.418829565532279e-134,-0.0,0.0,1.2788921485163317e-254,1.0
882,-6.663174611179982e-134,-0.0,0.0,6.600258903936909e-255,1.0
883,-4.713738112593662e-134,-0.0,0.0,3.4063402179407575e-255,1.0
884,-3.334645764323327e-134,-0.0,0.0,1.7579846259424252e-255,1.0
885,-2.359032705658943e-134,-0.0,0.0,9.072816416788341e-256,1.0
886,-1.668853515389159e-134,-0.0,0.0,4.682407144978066e-256,1.0
887,-1.1805991706455832e-134,-0.0,0.0,2.4165524423895246e-256,1.0
888,-8.351927768831262e-135,-0.0,0.0,1.247163163306281e-256,1.0
889,-5.908414912542333e-135,-0.0,0.0,6.43650817844495e-257,1.0
890,-4.1797974964572416e-135,-0.0,0.0,3.321829793413694e-257,1.0
891,-2.9569194733266883e-135,-0.0,0.0,1.7143694796138357e-257,1.0
892,-2.0918173139127872e-135,-0.0,0.0,8.84772217546725e-258,1.0
893,-1.4798169900320005e-135,-0.0,0.0,4.5662378282590585e-258,1.0
894,-1.0468688204378588e-135,-0.0,0.0,2.356598397951265e-258,1.0
895,-7.405877446921694e-136,-0.0,0.0,1.2162213660570192e-258,1.0
896,-5.239149326835745e-136,-0.0,0.0,6.276820066327619e-259,1.0
897,-3.706338089660488e-136,-0.0,0.0,3.239416050778865e-259,1.0
898,-2.6219794813836254e-136,-0.0,0.0,1.6718364138456748e-259,1.0
899,-1.8548702882705702e-136,-0.0,0.0,8.628212464367907e-260,1.0
